Meteorological Data from PISCES 2 located at the Slave River at Fitzgerald at 15 minute intervals ,,,,,,,,,,,,,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 05:45:00,1.393,287.6,2.5,0.6,12.19,88.40,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 06:00:00,1.153,329.3,2.0,0.4,12.37,88.70,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 06:15:00,1.112,342.7,1.9,0.4,12.91,83.20,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 06:30:00,1.342,355.2,2.1,0.7,13.00,79.64,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 06:45:00,1.099,358.0,2.2,0.3,13.20,79.14,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 07:00:00,0.619,178.6,1.9,0.1,14.08,76.40,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 07:15:00,1.491,247.0,2.2,0.5,13.71,77.36,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 07:30:00,1.838,240.6,2.5,1.5,13.54,77.47,741.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 07:45:00,1.363,278.5,2.2,0.2,13.92,77.53,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 08:00:00,1.136,321.3,2.2,0.3,14.79,75.19,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 08:15:00,2.129,328.9,3.0,1.2,15.32,74.03,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 08:30:00,2.286,303.0,3.5,0.9,16.00,71.33,741.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 08:45:00,2.524,308.7,3.4,1.7,16.52,66.41,741.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 09:00:00,2.589,327.4,3.6,1.5,16.71,65.07,741.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 09:15:00,2.483,327.6,3.5,1.7,16.94,61.68,741.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 09:30:00,2.236,329.1,3.3,1.1,17.29,56.92,741.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 09:45:00,2.337,339.3,3.6,1.0,17.60,55.39,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 10:00:00,2.856,330.0,4.2,1.7,17.73,54.46,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 10:15:00,3.102,339.2,4.5,1.8,17.89,52.78,741.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 10:30:00,2.787,338.5,5.4,1.3,18.13,50.66,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 10:45:00,3.158,336.0,4.7,1.2,18.37,52.30,741.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 11:00:00,3.399,335.9,4.8,2.2,18.56,51.11,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 11:15:00,3.319,333.9,4.9,1.6,18.72,49.76,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 11:30:00,3.122,330.6,4.6,1.8,18.95,49.56,741.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 11:45:00,3.001,330.8,4.5,1.1,19.30,44.35,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 12:00:00,3.221,328.9,4.8,1.4,19.53,43.94,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 12:15:00,2.374,325.9,4.1,0.4,19.74,43.29,741.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 12:30:00,1.420,314.1,3.3,0.2,20.03,41.87,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 12:45:00,1.774,305.1,4.6,0.2,20.36,41.81,741.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 13:00:00,2.493,304.4,3.9,1.4,20.64,42.19,741.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 13:15:00,2.701,311.2,4.0,1.6,21.06,42.17,741.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 13:30:00,2.539,298.7,3.9,1.2,21.43,39.54,741.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 13:45:00,1.999,321.9,3.6,1.1,21.67,40.08,741.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 14:00:00,0.993,341.3,2.0,0.1,21.98,37.17,741.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 14:15:00,1.378,325.4,3.9,0.3,22.39,37.82,741.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 14:30:00,1.520,338.5,2.9,0.6,22.49,38.81,741.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 14:45:00,1.607,360.0,4.3,0.6,22.67,39.05,741.2,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 15:00:00,1.734,340.2,2.9,0.2,22.92,38.68,741.1,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 15:15:00,0.897,0.5,2.2,0.1,23.13,38.42,741.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 15:30:00,1.078,339.3,2.3,0.1,23.50,36.41,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 15:45:00,1.062,71.8,3.4,0.2,24.02,36.38,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 16:00:00,1.038,98.3,1.8,0.1,24.06,35.42,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 16:15:00,0.687,126.1,1.4,0.1,24.22,36.33,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 16:30:00,0.724,99.8,1.5,0.1,24.78,37.17,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 16:45:00,1.277,76.6,3.1,0.3,24.79,35.70,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 17:00:00,1.987,350.0,4.4,0.2,24.54,41.46,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 17:15:00,3.300,345.3,5.2,2.1,24.54,40.52,740.5,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 17:30:00,2.852,355.1,4.8,1.7,24.54,40.01,740.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 17:45:00,2.577,343.8,3.4,1.9,24.56,40.03,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 18:00:00,2.241,338.2,3.1,1.3,24.54,40.95,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 18:15:00,1.883,325.9,2.7,0.9,24.54,42.28,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 18:30:00,1.096,297.5,1.9,0.1,24.63,39.32,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 18:45:00,0.554,329.5,1.9,0.1,25.11,40.45,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 19:00:00,0.670,235.9,1.4,0.2,24.87,43.44,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 19:15:00,0.847,193.0,1.3,0.3,24.57,42.14,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 19:30:00,2.194,183.7,2.8,1.4,24.10,48.71,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 19:45:00,2.417,186.8,3.0,1.4,24.13,43.83,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 20:00:00,2.533,187.7,3.1,1.8,23.97,45.70,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 20:15:00,1.761,187.3,2.2,1.2,23.52,56.30,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 20:30:00,1.603,185.9,2.1,1.0,22.88,59.99,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 20:45:00,1.509,178.6,1.9,1.1,22.39,66.39,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 21:00:00,1.024,140.0,1.7,0.7,21.79,64.70,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 21:15:00,0.604,143.0,1.0,0.2,21.74,60.51,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 21:30:00,0.917,140.1,1.3,0.6,21.31,65.42,740.3,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 21:45:00,0.728,150.9,1.1,0.4,21.02,66.20,740.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 22:00:00,1.002,133.5,2.2,0.4,20.88,61.73,740.4,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 22:15:00,0.510,153.8,1.1,0.1,20.82,61.83,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 22:30:00,1.770,207.1,2.5,0.4,20.80,55.83,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 22:45:00,1.620,200.2,2.2,0.8,21.00,53.23,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 23:00:00,0.877,95.5,1.3,0.3,20.60,63.40,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 23:15:00,0.944,130.7,1.5,0.4,20.11,65.63,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 23:30:00,0.626,166.8,1.3,0.2,20.06,67.28,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/28/2012 23:45:00,1.002,160.2,1.7,0.5,20.17,63.41,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 00:00:00,1.197,173.0,1.7,0.8,19.84,66.78,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 00:15:00,1.009,143.8,1.4,0.4,19.38,65.58,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 00:30:00,1.229,115.1,1.8,0.8,19.26,63.73,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 00:45:00,1.829,126.9,2.2,1.4,19.20,61.25,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 01:00:00,1.986,125.3,3.2,1.1,19.45,59.42,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 01:15:00,1.569,134.5,2.7,0.7,19.36,62.04,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 01:30:00,1.966,135.6,2.7,1.2,19.35,62.90,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 01:45:00,1.646,147.7,2.2,1.2,19.29,63.96,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 02:00:00,1.718,159.7,2.1,1.3,19.11,62.34,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 02:15:00,1.070,246.9,1.6,0.4,18.61,71.56,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 02:30:00,1.046,228.8,1.5,0.6,17.99,76.83,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 02:45:00,1.403,192.0,1.8,0.9,17.66,75.61,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 03:00:00,1.270,129.5,1.7,0.8,18.00,69.81,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 03:15:00,1.032,129.4,1.7,0.4,18.16,67.70,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 03:30:00,1.430,133.5,2.1,0.9,18.03,70.38,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 03:45:00,2.210,143.9,3.0,1.2,17.75,70.11,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 04:00:00,2.068,148.9,2.8,1.3,17.49,69.56,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 04:15:00,1.877,151.2,2.7,1.3,17.40,70.82,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 04:30:00,1.674,127.0,2.6,0.9,17.24,73.06,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 04:45:00,1.354,136.1,1.9,0.8,17.10,73.82,740.8,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 05:00:00,1.873,140.7,2.9,1.1,17.13,72.67,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 05:15:00,1.862,137.2,3.0,1.2,17.10,72.35,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 05:30:00,1.412,123.5,2.0,0.9,17.07,72.95,740.6,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 05:45:00,1.207,131.9,1.7,0.7,17.10,73.29,740.7,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 06:00:00,1.092,189.7,1.9,0.2,17.21,75.19,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 06:15:00,1.110,206.9,1.5,0.5,16.82,78.07,740.9,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 06:30:00,1.090,196.4,1.7,0.5,17.08,76.85,741.0,0,0,,,,,,,,,,,
Slave River at Fitzgerald - Long Term Monitoring Station (1960-1967: 1989-onwards); equivalent to M11A for Oil Sands,59.86917,-111.58583,07/29/2012 06:45:00,1.707,168.3,2.8,1.0,17.32,73.56,741.0,0,0,,,,,,,,,,,
