2013PN510467,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-08-21 09:35,WATER,DISCRETE SAMPLE,,142.623,,0,,1.862,,0,,115.35,,0,,0.252,,0.7,,24.457,,7.576,,148.641,,300,,NA,,NA,,117,,,,30.4,,2.46,,0.11,,,,9.58,,8.08,,,,0.76,,,,8.7,,,,17.3,,244,,9.06,,,,,,,,8.99,,,,,,,,,
2013PN510474,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-09-10 08:15,WATER,DISCRETE SAMPLE,,154.569,,0.12,,1.207,,0,,116.253,,0,,0.503,,0.77,,26.163,,7.294,,159.664,,250,,NA,,0.1,,127,,,,30.3,,4.48,,0.11,,,,9.86,,8.3,,,,0.85,,,,6.52,,,,19.1,,279,,12.2,,,,,,,,5.91,,,,,,,,,
2013PN510497,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-09-19 15:48,WATER,DISCRETE SAMPLE,,166.515,,4.44,,1.133,,0,,130.408,,0,,0.669,,1,,30.283,,7.043,,189.384,,200,,NA,,3.7,,144,,,,33.1,,7.57,,0.12,,,,11.6,,8.38,,,,1.09,,,,5.46,,,,26.3,,333,,17.7,,,,,,,,6.52,,,,,,,,,
2013PN510533,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-10-17 12:45,WATER,DISCRETE SAMPLE,,110.198,,0,,1.341,,0,,79.325,,0,,-0.012,,0.87,,32.377,,8.135,,120.954,,200,,NA,,NA,,90.4,,,,19.6,,1.9,,0.09,,,,7.38,,8.11,,,,0.9,,,,7.9,,,,17.7,,209,,11.2,,,,,,,,9.87,,,,,,,,,
2013PN510538,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2013-10-26 13:15,WATER,DISCRETE SAMPLE,,110.929,,0,,1.319,,0,,87.636,,0,,0.058,,0.78,,29.182,,8.004,,127.494,,150,,NA,,NA,,91,,,,22.5,,2.05,,0.11,,,,7.64,,8.12,,,,0.87,,,,8.88,,,,16.8,,211,,14,,,,,,,,9.25,,,,,,,,,
2013PN510555,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-01-08 15:36,WATER,DISCRETE SAMPLE,,287.684,,0,,8.09,,0,,196.236,,0,,0.408,,1.33,,31.868,,6.934,,318.93,,,,NA,,NA,,236,,,,49.9,,12.8,,0.15,,,,17.4,,7.75,,,,1.95,,,,11.4,,,,42.7,,569,,39.4,,,,,,,,,,,,,,,,,
2013PN510577,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-02-12 11:02,WATER,DISCRETE SAMPLE,,334.006,,0,,7.448,,0,,223.596,,0,,0.621,,1.65,,35.232,,6.607,,381.633,,80,,NA,,NA,,274,,,,56.9,,18,,0.17,,,,19.8,,7.85,,,,2.27,,,,13,,,,56.6,,666,,48.3,,,,,,,,11.3,,,,,,,,,
2013PN510598,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-03-18 13:32,WATER,DISCRETE SAMPLE,,382.766,,0,,9.151,,0,,254.911,,0,,0.692,,2.01,,38.383,,6.437,,469.044,,40,,NA,,NA,,314,,,,64,,32.3,,0.2,,,,23.1,,7.82,,,,2.61,,,,11.9,,,,73.9,,820,,70.1,,,,,,,,19.3,,,,,,,,,
2014PN510112,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-05 15:40,WATER,DISCRETE SAMPLE,,442.497,,0,,5.515,,0,,289.148,,0,,1.083,,2.31,,40.162,,5.933,,532.741,,40,,NA,,NA,,363,,,,72.6,,35.7,,0.24,,,,26.2,,8.1,,,,3.17,,,,13.5,,,,90.4,,915,,70.5,,14.78,,,,,,7.33,,,,,,,,,
2014PN510123,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-08 12:43,WATER,DISCRETE SAMPLE,,414.46,,0,,15.036,,0,,294.378,,0,,0.604,,2.4,,40.871,,6.431,,534.034,,35,,NA,,NA,,340,,,,74.2,,40.4,,0.23,,,,26.5,,7.64,,,,3.27,,,,13,,,,94.8,,885,,75.1,,14.89,,,,,,15.3,,,,,,,,,
2014PN510153,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-16 15:05,WATER,DISCRETE SAMPLE,,163.346,,0,,2.083,,0,,111.264,,0,,0.284,,0.98,,30.94,,7.521,,181.458,,70,,NA,,NA,,134,,,,28.5,,4.61,,0.1,,,,9.74,,8.09,,,,3.04,,,,7.99,,,,23.7,,321,,22.2,,13.7,,,,,,14.7,,,,,,,,,
2014PN510162,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-20 11:33,WATER,DISCRETE SAMPLE,,138.966,,0,,1.857,,0,,92.527,,0,,0.118,,1.25,,38.213,,7.835,,166.047,,80,,NA,,NA,,114,,,,23.7,,5.88,,0.09,,,,8.1,,8.07,,,,3.61,,,,6.98,,,,27.6,,287,,21,,13.88,,,,,,9.95,,,,,,,,,
2014PN510177,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-22 13:55,WATER,DISCRETE SAMPLE,,132.871,,0,,1.655,,0,,93.303,,0,,0.126,,1.14,,36.015,,7.849,,162.051,,70,,NA,,NA,,109,,,,23.5,,4.88,,0.09,,,,8.41,,8.1,,,,3.25,,,,6.35,,,,25.2,,278,,24.2,,14.34,,,,,,18.7,,,,,,,,,
2014PN510201,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-25 14:04,WATER,DISCRETE SAMPLE,,90.45,,0,,2.213,,0,,67.488,,0,,-0.448,,0.77,,30.778,,8.706,,108.543,,90,,NA,,NA,,74.2,,,,17.3,,3.4,,0.05,,,,5.9,,7.81,,,,3.12,,,,5.55,,,,14.6,,189,,13.7,,16.4,,,,,,34.6,,,,,,,,,
2014PN510211,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-28 12:30,WATER,DISCRETE SAMPLE,,75.822,,0,,2.285,,0,,55.924,,0,,-0.688,,0.67,,29.743,,9.096,,90.996,,100,,NA,,NA,,62.2,,,,14.4,,2.56,,0.05,,,,4.85,,7.72,,,,2.91,,,,5,,,,11.6,,162,,12,,14.16,,,,,,68.7,,,,,,,,,
2014PN510225,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-04-30 13:14,WATER,DISCRETE SAMPLE,,73.993,,0,,2.39,,0,,54.182,,0,,-0.739,,0.67,,29.995,,9.169,,80.651,,100,,NA,,NA,,60.7,,,,13.9,,1.18,,0.04,,,,4.73,,7.69,,,,2.92,,,,4.86,,,,11.4,,156,,4.94,,12.78,,,,,,174,,,,,,,,,
2014PN510237,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-02 13:44,WATER,DISCRETE SAMPLE,,74.603,,0,,2.049,,0,,57.082,,0,,-0.649,,0.66,,29.177,,9.058,,90.969,,125,,NA,,NA,,61.2,,,,14.6,,2.17,,0.08,,,,5.01,,7.76,,,,2.88,,,,4.93,,,,11.5,,156,,12.8,,12.55,,,,,,94.5,,,,,,,,,
2014PN510246,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-05 11:19,WATER,DISCRETE SAMPLE,,70.946,,0,,2.514,,0.339,,58.539,,0,,-0.762,,0.59,,26.553,,9.174,,87.674,,150,,NA,,NA,,58.2,,,,15.2,,1.71,,0.07,,,,5,,7.65,,,,2.72,,,,5.11,,,,10.3,,150,,12.4,,13.85,,,,,,51.2,,,,,,,,,
2014PN510265,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-07 12:40,WATER,DISCRETE SAMPLE,,68.142,,0,,3.578,,0,,55.729,,0,,-0.959,,0.53,,25.234,,9.399,,83.273,,200,,NA,,NA,,55.9,,,,14.8,,1.61,,0.08,,,,4.56,,7.48,,,,2.57,,,,4.85,,,,9.15,,143,,11.9,,12.34,,,,,,46.9,,,,,,,,,
2014PN510288,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-09 12:27,WATER,DISCRETE SAMPLE,,64.119,,0,,2.798,,1.057,,53.657,,0,,-0.919,,0.5,,24.323,,9.397,,78.714,,200,,NA,,NA,,52.6,,,,14.3,,1.51,,0.08,,,,4.36,,7.56,,,,2.37,,,,4.6,,,,8.37,,136,,11.4,,12.64,,,,,,46.8,,,,,,,,,
2014PN510297,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-12 10:19,WATER,DISCRETE SAMPLE,,67.167,,0,,2.273,,1.126,,56.226,,0,,-0.773,,0.54,,25.558,,9.215,,82.744,,200,,NA,,NA,,55.1,,,,14.9,,1.65,,0.08,,,,4.62,,7.67,,,,2.24,,,,4.25,,,,9.32,,144,,12.5,,12.84,,,,,,33.2,,,,,,,,,
2014PN510314,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-14 15:23,WATER,DISCRETE SAMPLE,,72.531,,0,,1.655,,0,,56.846,,0,,-0.568,,0.58,,26.784,,8.975,,85.509,,100,,NA,,NA,,59.5,,,,15,,1.77,,0.08,,,,4.71,,7.84,,,,2.08,,,,3.82,,,,10,,154,,12.3,,12.96,,,,,,29.1,,,,,,,,,
2014PN510326,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-16 12:34,WATER,DISCRETE SAMPLE,,78.016,,0,,1.622,,2.454,,66.454,,0,,-0.445,,0.69,,28.873,,8.77,,101.864,,150,,NA,,NA,,64,,,,17.1,,2.29,,0.09,,,,5.77,,7.88,,,,2.13,,,,3.86,,,,12.9,,179,,19.2,,12.68,,,,,,66.2,,,,,,,,,
2014PN510339,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-21 10:40,WATER,DISCRETE SAMPLE,,76.066,,0,,1.949,,0.95,,63.35,,0,,-0.559,,0.64,,27.896,,8.907,,93.762,,150,,NA,,NA,,62.4,,,,16.5,,1.77,,0.09,,,,5.38,,7.79,,,,1.94,,,,3.48,,,,11.7,,166,,15.4,,10.45,,,,,,46.9,,,,,,,,,
2014PN510355,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-23 13:07,WATER,DISCRETE SAMPLE,,75.09,,0,,2.111,,0,,54.439,,0,,-0.662,,0.55,,26.393,,9.074,,82.449,,150,,NA,,NA,,61.6,,,,14.3,,1.41,,0.08,,,,4.55,,7.75,,,,1.58,,,,2.82,,,,9.3,,153,,11.4,,10.75,,,,,,45.5,,,,,,,,,
2014PN510375,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-27 11:56,WATER,DISCRETE SAMPLE,,80.454,,0,,1.712,,0.045,,66.045,,0,,-0.438,,0.64,,27.727,,8.746,,98.793,,150,,NA,,NA,,66,,,,17.2,,1.74,,0.09,,,,5.61,,7.87,,,,1.6,,,,3.76,,,,12,,172,,17.1,,10,,,,,,75.4,,,,,,,,,
2014PN510385,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-05-30 10:07,WATER,DISCRETE SAMPLE,,82.283,,0,,1.921,,0.15,,67.65,,0,,-0.471,,0.74,,30.357,,8.772,,106.612,,200,,NA,,NA,,67.5,,,,17.2,,1.8,,0.1,,,,6,,7.83,,,,1.77,,,,3.86,,,,14,,188,,21.2,,10.7,,,,,,341,,,,,,,,,
2014PN510403,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-03 14:34,WATER,DISCRETE SAMPLE,,69.605,,0,,2.049,,0,,54.848,,0,,-0.717,,0.64,,29.529,,9.165,,81.379,,200,,NA,,NA,,57.1,,,,14.2,,1.08,,0.08,,,,4.71,,7.73,,,,1.39,,,,3.57,,,,10.9,,145,,11.1,,9.8,,,,,,137,,,,,,,,,
2014PN510414,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-07 12:25,WATER,DISCRETE SAMPLE,,70.458,,0,,1.645,,0.696,,58.496,,0,,-0.587,,0.62,,28.32,,9.003,,83.935,,200,,NA,,NA,,57.8,,,,15.1,,0.91,,0.08,,,,5.05,,7.83,,,,1.22,,,,5.52,,,,10.9,,142,,10.4,,10.74,,,,,,56.2,,,,,,,,,
2014PN510424,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-09 11:37,WATER,DISCRETE SAMPLE,,70.824,,0,,1.857,,2.141,,60.241,,0,,-0.618,,0.61,,27.759,,9.016,,85.996,,200,,NA,,NA,,58.1,,,,15.7,,0.9,,0.08,,,,5.11,,7.78,,,,1.18,,,,6.4,,,,10.9,,140,,10.8,,9.86,,,,,,64.8,,,,,,,,,
2014PN510444,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-11 13:45,WATER,DISCRETE SAMPLE,,71.19,,0,,1.587,,2.919,,61.319,,0,,-0.537,,0.61,,27.656,,8.924,,85.21,,180,,NA,,NA,,58.4,,,,16,,0.9,,0.09,,,,5.19,,7.85,,,,1.03,,,,5.08,,,,11,,143,,10.8,,10.16,,,,,,48.3,,,,,,,,,
2014PN510463,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-16 12:46,WATER,DISCRETE SAMPLE,,77.894,,0,,1.777,,0.451,,64.351,,0,,-0.484,,0.58,,26.224,,8.807,,88.68,,200,,NA,,NA,,63.9,,,,17,,0.93,,0.09,,,,5.32,,7.84,,,,0.92,,,,4.8,,,,10.7,,149,,10.5,,8.87,,,,,,34.3,,,,,,,,,
2014PN510475,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-18 10:38,WATER,DISCRETE SAMPLE,,79.479,,0,,1.691,,0.397,,65.597,,0,,-0.435,,0.59,,26.451,,8.74,,88.642,,200,,NA,,NA,,65.2,,,,17.4,,1,,0.09,,,,5.38,,7.87,,,,0.77,,,,3.32,,,,11,,154,,10.5,,9.23,,,,,,34.5,,,,,,,,,
2014PN510492,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-06-22 16:07,WATER,DISCRETE SAMPLE,,88.621,,0,,1.566,,0,,72.101,,0,,-0.275,,0.64,,27.127,,8.5,,98.936,,200,,NA,,NA,,72.7,,,,18.9,,1.21,,0.09,,,,6.05,,7.95,,,,0.78,,,,4.44,,,,12.5,,169,,11.2,,8.88,,,,,,34.2,,,,,,,,,
2014PN510502,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-07-06 11:39,WATER,DISCRETE SAMPLE,,86.793,,0,,1.57,,1.988,,73.188,,0,,-0.279,,0.52,,23.085,,8.498,,93.403,,250,,NA,,NA,,71.2,,,,19.5,,0.74,,0.1,,,,5.95,,7.94,,,,0.62,,,,5.48,,,,10.2,,158,,7.96,,8.38,,,,,,26.8,,,,,,,,,
2014PN510521,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-07-21 10:08,WATER,DISCRETE SAMPLE,,115.683,,0,,1.252,,1.254,,96.154,,0,,0.169,,0.67,,25.316,,7.821,,124.844,,250,,NA,,NA,,94.9,,,,25.4,,2.4,,0.12,,,,7.95,,8.16,,,,0.64,,,,5.15,,,,15.1,,215,,11.1,,8.89,,,,,,7.1,,,,,,,,,
2014PN510545,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-08-06 14:42,WATER,TRIPLICATE SAMPLE - rep1,,124.338,,0,,1.04,,3.443,,105.443,,0,,0.327,,0.71,,25.672,,7.616,,135.024,,250,,NA,,NA,,102,,,,27.9,,2.32,,0.12,,,,8.69,,8.27,,,,0.84,,,,5.71,,,,16.9,,231,,11.3,,8.34,,24.2,,,,7.13,,,,,,,,,
2014PN510546,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-08-06 14:47,WATER,TRIPLICATE SAMPLE - rep2,,124.338,,0,,1.04,,3.111,,105.111,,0,,PM,,0.71,,25.618,,PM,,134.814,,250,,NA,,NA,,102,,,,27.8,,2.33,,0.12,,,,8.67,,8.27,,,,0.84,,,,5.71,,,,16.8,,231,,11.3,,,,,,,,8.18,,,,,,,,,
2014PN510547,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-08-06 14:52,WATER,TRIPLICATE SAMPLE - rep3,,124.338,,0,,1.04,,2.447,,104.447,,0,,PM,,0.71,,25.509,,PM,,134.304,,250,,NA,,NA,,102,,,,27.6,,2.33,,0.12,,,,8.63,,8.27,,,,0.84,,,,5.64,,,,16.6,,231,,11.3,,,,,,,,7.25,,,,,,,,,
2014PN510567,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-08-20 15:20,WATER,DISCRETE SAMPLE,,127.02,,6.48,,0.994,,0.769,,115.769,,0,,0.321,,0.73,,25.297,,7.698,,151.444,,200,,NA,,5.4,,115,,,,30.7,,5.04,,0.13,,,,9.5,,8.34,,,,0.96,,,,3.37,,,,18.2,,263,,14.5,,8.82,,18.5,,,,6.11,,,,,,,,,
2014PN510584,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-09-03 09:39,WATER,DISCRETE SAMPLE,,161.396,,6.96,,1.245,,0,,136.313,,0,,0.29,,1.02,,30.128,,7.759,,191.994,,150,,NA,,5.8,,144,,,,35.3,,7.88,,0.14,,,,11.7,,8.34,,,,1.18,,,,1.55,,,,27.3,,335,,20.5,,9.45,,12.7,,,,6.07,,,,,,,,,
2014PN510608,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-09-14 13:08,WATER,DISCRETE SAMPLE,,140.185,,6.6,,1.116,,0,,115.542,,0,,0.04,,0.86,,28.509,,8.251,,161.874,,150,,NA,,5.5,,126,,,,29.9,,4.73,,0.12,,,,9.93,,8.33,,,,1,,,,3.85,,,,21.4,,288,,15.3,,12.23,,9.1,,,,6.36,,,,,,,,,
2014PN510629,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-10-01 13:19,WATER,DISCRETE SAMPLE,,146.28,,0,,1.376,,0,,103.888,,0,,-0.132,,0.9,,30.481,,8.484,,153.194,,150,,NA,,NA,,120,,,,26.7,,3.7,,0.11,,,,9.04,,8.22,,,,1.07,,,,4.03,,,,21.2,,268,,15.3,,10.81,,9.3,,,,10.5,,,,,,,,,
2014PN510645,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-10-15 10:15,WATER,DISCRETE SAMPLE,,123.119,,0,,1.498,,0,,92.238,,0,,-0.49,,0.9,,31.493,,9.09,,135.584,,200,,NA,,NA,,101,,,,23.7,,3.06,,0.1,,,,8.03,,8.11,,,,1.19,,,,6.36,,,,19.8,,229,,12.7,,12.07,,5.6,,,,8.76,,,,,,,,,
2014PN510678,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2014-12-15 14:33,WATER,DISCRETE SAMPLE,,252.089,,0.12,,13.562,,0,,191.93,,0,,-0.742,,1.34,,32.304,,8.955,,295.94,,,,NA,L,0.1,,207,,,,49,,12.2,,0.13,,,,16.9,,7.47,,,,1.88,,,,11.3,,,,42.6,,491,,36.8,,13.35,,-0.1,,,,,,,,,,,,,
2014PN510707,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2015-01-22 13:54,WATER,DISCRETE SAMPLE,,300.849,,0.12,,14.087,,0,,102.942,,0,,-0.031,,0.59,,22.3,,7.592,,269.468,,,,NA,L,0.1,,247,,,,28.3,,17.1,,0.12,,,,7.84,,7.53,,,,1.35,,,,6.88,,,,13.8,,614,,44,,,,,,,,,,,,,,,,,
2014PN510718,OIL SANDS COMPONENT STUDIES,MA1- Oil Sands - WQ Event Station MacKay River at Mouth,MA1D,57.12.56.600,111.41.42.000,57.21572,-111.695,2015-03-14 11:05,WATER,DISCRETE SAMPLE,,314.258,,0.12,,14.05,,0,,243.08,,0,,0.33,,1.75,,35.664,,6.89,,397.34,,60,,0,L,0.1,,258,,,,61.9,,20,,0.21,,,,21.5,,7.55,,,,2.76,,,,13,,,,62.8,,665,,58,,,,,,,,12.5,,,,,,,,,
2012PN510461,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-03-16 15:30,WATER,DISCRETE SAMPLE,,274.275,,0,,5.321,,0,,205.138,,0,,0.577,,1.18,,28.948,,6.756,,309.013,,130,,NA,,NA,,225,,53.3,,,,2.92,,0.17,,17.5,,,,7.91,,2.12,,,,13.7,,,,38.9,,,,504,,42.9,,,,0,,,,10.6,,,,,,,,,
2013PN510015,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-04-06 12:55,WATER,DISCRETE SAMPLE,,288.903,,0,,4.875,,0,,207.945,,0,,0.66,,1.28,,30.488,,6.651,,326.067,,90,,NA,,NA,,237,,,,53.6,,3.3,,0.18,,,,18,,7.97,,,,2.34,,,,13.4,,,,42.5,,541,,48,,,,,,,,11.4,,,,,,,,,
2013PN510024,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-04-10 10:50,WATER,DISCRETE SAMPLE,,240.143,,0,,3.867,,0,,181.186,,0,,0.555,,1.14,,29.499,,6.881,,277.157,,75,,NA,,NA,,197,,,,47.5,,2.91,,0.15,,,,15.2,,7.99,,,,1.93,,,,11.2,,,,35.3,,462,,41.6,,,,,,,,20.4,,,,,,,,,
2013PN510047,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-04-16 15:10,WATER,DISCRETE SAMPLE,,19.992,,0,,1.322,,0.658,,17.058,,0,,-2.014,,0.07,,7.972,,11.409,,20.5,,12.5,,NA,,NA,,16.4,,,,5.1,,0.48,,0.02,,,,1.05,,7.38,,,,0.22,,,,0.62,,,,0.69,,40.4,,1.35,,,,,,,,41.1,,,,,,,,,
2013PN510048,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-04-16 15:25,WATER,DISCRETE SAMPLE,,91.669,,0,,2.044,,0,,69.069,,0,,-0.387,,0.68,,28.766,,8.624,,106.377,,30,,NA,,NA,,75.2,,,,17.9,,1.11,,0.06,,,,5.92,,7.85,,,,0.79,,,,4.38,,,,13,,192,,17.1,,,,,,,,7.85,,,,,,,,,
2013PN510059,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-04-19 13:25,WATER,DISCRETE SAMPLE,,223.077,,0,,4.131,,0,,155.358,,0,,0.385,,1.09,,30.003,,7.16,,248.671,,70,,NA,,NA,,183,,,,39.3,,2.36,,0.13,,,,13.9,,7.93,,,,2.02,,,,9.97,,,,31.1,,434,,38,,,,,,,,21.9,,,,,,,,,
2013PN510075,OIL SANDS COMPONENT STUDIES,MA2 - MacKay River ,MA2,56.57.59.400,111.54.44.000,56.9665,-111.91222,2013-04-23 14:50,WATER,DISCRETE SAMPLE,,213.325,,0,,4.043,,0,,157.518,,0,,0.365,,1.02,,28.603,,7.189,,238.883,,100,,NA,,NA,,175,,,,40,,2.12,,0.13,,,,14,,7.92,,,,2.17,,,,11.4,,,,29.5,,407,,32.8,,,,,,,,15.1,,,,,,,,,
