2014PN510599,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-09-04 13:02,WATER,DISCRETE SAMPLE,,17.9,,0.053,,0.73,,32.6,,0.005,L,0.001,,62.6,,0.002,,0.088,,0.006,,0.06,,0.095,,0.52,,0.017,,0.01,L,0.001,,305,,0.045,,0.048,,15.2,,4.68,,0.696,,1.15,L,0.001,L,0.005,L,0.001,,1.06,,0.01,,0.1,L,0.001,,130,L,0.01,,0.003,L,0.005,,0.3,L,0.001,,0.146,,0.356,,0.071,,0.2,,0.1,
2014PN510614,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-09-15 12:28,WATER,DISCRETE SAMPLE,,16.2,,0.05,,0.71,,32.7,,0.005,,0.001,,57.8,,0.005,,0.106,,0.006,,0.07,,0.093,,0.37,,0.009,,0.01,L,0.001,,432,,0.052,,0.062,,15.4,,4.9,,0.653,,0.99,,0.001,L,0.005,L,0.001,,0.96,L,0.01,,0.1,,0.001,,133,L,0.01,,0.003,,0.015,,0.5,L,0.001,,0.159,,0.262,,0.087,,0.3,,0.2,
2014PN510639,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-10-02 15:48,WATER,DISCRETE SAMPLE,,41,,0.044,,0.66,,33.8,,0.007,L,0.001,,72.8,,0.003,,0.131,,0.009,,0.13,,0.111,,0.49,,0.027,,0.01,L,0.001,,468,,0.071,,0.066,,18.5,,7.06,,0.634,,1.11,,0.003,L,0.005,L,0.001,,1.17,L,0.01,,0.09,,0.001,,155,L,0.01,,0.003,,0.019,,1,,0.001,,0.173,,0.432,,0.099,,0.5,,0.2,
2014PN510652,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-10-16 10:30,WATER,DISCRETE SAMPLE,,48.1,,0.046,,0.67,,31,,0.005,L,0.001,,67.8,,0.003,,0.167,,0.01,,0.12,,0.105,,0.57,,0.03,,0.01,L,0.001,,587,,0.081,,0.073,,18.2,,7.19,,0.573,,1.06,,0.001,L,0.005,L,0.001,,1.01,L,0.01,,0.08,L,0.001,,143,L,0.01,,0.002,L,0.005,,0.8,L,0.001,,0.173,,0.496,,0.114,,0.5,,0.2,
2014PN510672,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2014-12-15 11:15,WATER,DISCRETE SAMPLE,,64.8,,0.064,,0.5,,38.2,,0.01,,0.002,,56.5,,,,0.188,,0.012,,0.55,,0.116,,0.71,,0.056,L,0.01,L,0.001,,436,,0.094,,0.114,,14.1,,13.2,,0.553,,1.44,,0.002,L,0.005,L,0.001,,1.05,,0.03,,0.09,,0.002,,122,L,0.01,,0.006,,0.013,,0.9,,0.003,,0.104,,0.306,,0.13,,2,,0.2,
2014PN510706,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2015-01-22 13:14,WATER,DISCRETE SAMPLE,,100,,0.081,,0.52,,40.3,,0.012,,0.002,,69.3,,,,0.225,,0.022,,0.21,,0.113,,0.81,,0.023,,0.01,L,0.001,,449,,0.123,,0.113,,15.6,,7.97,,0.59,,1.21,,0.007,L,0.005,L,0.001,,1.19,,0.03,,0.1,,0.001,,134,L,0.01,,0.004,,0.047,,1.7,,0.005,,0.127,,0.398,,0.137,,1.6,,0.2,
2014PN510710,OIL SANDS COMPONENT STUDIES,ELLS RIFF 2 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 2,57.14.40.400,111.44.11.600,57.24456,-111.73656,2015-03-13 15:44,WATER,DISCRETE SAMPLE,,13.4,,0.043,,0.54,,37.5,,0.009,L,0.001,,72.3,,,,0.155,,0.004,L,0.01,,0.098,,0.4,,0.016,,0.01,L,0.001,,336,,0.082,,0.065,,17,,7.35,,0.661,,1.12,L,0.001,L,0.005,L,0.001,,1.01,,0.01,,0.11,L,0.001,,132,L,0.01,,0.003,L,0.005,,0.4,,0.003,,0.14,,0.203,,0.12,,1.3,,0.1,
2012PN510337,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-06-26 14:00,WATER,DISCRETE SAMPLE,,36.6,,0.063,,0.94,,32.2,,0.005,,0.001,,52.3,,0.008,,0.129,,0.015,,0.06,,0.163,,0.62,,0.011,L,0.01,L,0.001,,280,,0.062,,0.062,,14.9,,37.6,,0.797,,1.1,,0.002,L,0.005,L,0.001,,1.09,L,0.01,,0.1,,0.001,,128,,0.01,,0.004,L,0.005,,0.5,,0.001,,0.142,,0.349,,0.081,,0.7,,0.2,
2012PN510379,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-07-25 12:30,WATER,TRIPLICATE SAMPLE - rep1,,402,,0.068,,1.52,,36.6,,0.038,,0.008,,53.8,,0.015,,1.19,,0.094,,0.62,,0.4,,1.22,,0.1,,0.02,,0.001,,1460,,0.556,,0.42,,14.8,,69.9,,0.788,,2.02,,0.021,L,0.005,L,0.001,,1.93,L,0.01,,0.13,,0.007,,121,L,0.01,,0.011,,0.055,,6.5,,0.003,,0.154,,1.61,,0.554,,2.5,,0.7,
2012PN510381,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-07-25 12:40,WATER,TRIPLICATE SAMPLE - rep2,,406,,0.061,,1.49,,35.5,,0.032,,0.007,,55.3,,0.013,,1.08,,0.086,,0.65,,0.406,,1.21,,0.082,,0.01,,0.001,,1360,,0.522,,0.398,,14.6,,67.4,,0.675,,2.03,,0.02,L,0.005,L,0.001,,1.84,L,0.01,,0.14,,0.006,,123,L,0.01,,0.01,,0.093,,7.3,,0.002,,0.152,,1.65,,0.521,,2.6,,0.8,
2012PN510380,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-07-25 12:40,WATER,TRIPLICATE SAMPLE - rep3,,334,,0.072,,1.4,,34.1,,0.028,,0.006,,54.4,,0.067,,0.906,,0.074,,0.53,,0.352,,1.01,,0.059,,0.02,,0.001,,1270,,0.428,,0.334,,14.5,,56.1,,0.611,,1.9,,0.017,L,0.005,L,0.001,,1.67,L,0.01,,0.15,,0.006,,124,L,0.01,,0.009,,0.323,,5.9,,0.003,,0.146,,1.38,,0.463,,2.3,,0.6,
2012PN510402,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-08-11 12:41,WATER,DISCRETE SAMPLE,,64.3,,0.055,,1.21,,26.2,,0.008,,0.002,,42.7,,0.006,,0.204,,0.016,,0.12,,0.151,,0.45,,0.031,L,0.01,L,0.001,,516,,0.099,,0.08,,12,,20.3,,0.626,,1.01,,0.003,L,0.005,L,0.001,,1.05,L,0.01,,0.09,,0.002,,104,L,0.01,,0.004,,0.007,,1.2,L,0.001,,0.0878,,0.385,,0.121,,0.5,,0.2,
2012PN510411,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-08-27 09:39,WATER,DISCRETE SAMPLE,,21,,0.043,,1.07,,27.9,,0.004,,0.002,,46.2,,0.003,,0.09,,0.006,,0.05,,0.104,,0.37,L,0.001,,0.01,L,0.001,,370,,0.048,,0.055,,12.5,,10.8,,0.709,,0.86,,0.001,L,0.005,L,0.001,,1.04,L,0.01,,0.09,,0.001,,107,L,0.01,,0.002,,0.105,,0.3,L,0.001,,0.0824,,0.259,,0.067,,0.3,,0.1,
2012PN510454,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2012-10-25 11:14,WATER,DISCRETE SAMPLE,,90.8,L,0.001,,0.71,,28.5,,0.012,,0.002,,46.7,,0.006,,0.319,,0.022,,0.17,,0.132,,0.83,,0.028,L,0.01,L,0.001,,671,,0.146,,0.109,,13.5,,21.8,,0.492,,0.85,,0.002,L,0.005,L,0.001,,0.949,L,0.01,,0.08,,0.002,,110,L,0.01,,0.002,L,0.005,,1.6,L,0.001,,0.111,,0.387,,0.149,,1,,0.2,
2012PN510469,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-03-18 15:09,WATER,DISCRETE SAMPLE,,48,,0.045,,0.65,,40.2,,0.008,,0.002,,74.7,,0.005,,0.192,,0.013,,0.1,,0.099,,0.5,,0.017,L,0.01,L,0.001,,569,,0.095,,0.086,,18,,12,,0.613,,0.92,,0.006,L,0.005,L,0.001,,0.955,L,0.01,,0.07,,0.002,,148,L,0.01,,0.002,,0.008,,0.9,,0.001,,0.165,,0.324,,0.116,,0.5,,0.2,
2013PN510007,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-05 15:45,WATER,TRIPLICATE SAMPLE - rep1,,76,,0.039,,0.65,,39.6,,0.009,,0.001,,75.9,,0.004,,0.227,,0.017,,0.12,,0.102,,0.69,,0.033,,0.01,L,0.001,,549,,0.111,,0.037,,17.8,,13.4,,0.602,,1.02,,0.023,L,0.005,L,0.001,,1.02,L,0.01,,0.08,,0.004,,146,L,0.01,,0.003,,0.016,,1.2,,0.001,,0.138,,0.329,,0.127,,0.6,,0.2,
2013PN510008,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-05 15:50,WATER,TRIPLICATE SAMPLE - rep2,,73.6,,0.041,,0.66,,39.1,,0.009,,0.001,,76.1,,0.004,,0.22,,0.017,,0.13,,0.104,,0.68,,0.032,,0.01,L,0.001,,559,,0.11,,0.039,,17.6,,13.4,,0.804,,1.03,,0.018,L,0.005,L,0.001,,1,L,0.01,,0.09,,0.003,,149,,0.01,,0.003,,0.017,,1.1,L,0.001,,0.136,,0.361,,0.127,,0.6,,0.2,
2013PN510009,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-05 15:55,WATER,TRIPLICATE SAMPLE - rep3,,76.4,,0.04,,0.66,,40.1,,0.008,,0.001,,75.8,,0.004,,0.226,,0.017,,0.14,,0.108,,0.92,,0.034,,0.01,L,0.001,,562,,0.112,,0.062,,18,,13,,0.612,,1.03,,0.02,L,0.005,L,0.001,,1.03,L,0.01,,0.09,,0.002,,148,,0.01,,0.003,,0.023,,1.1,L,0.001,,0.136,,0.393,,0.127,,0.8,,0.2,
2013PN510020,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-09 13:10,WATER,DISCRETE SAMPLE,,137,,0.036,,0.64,,39.6,,0.011,,0.006,,67.9,,0.005,,0.299,,0.03,,0.2,,0.131,,1.89,,0.051,,0.01,L,0.001,,610,,0.148,,0.057,,17.3,,15,,0.644,,1.71,,0.014,L,0.005,L,0.001,,1.18,L,0.01,,0.09,,0.003,,145,,0.02,,0.005,,0.039,,1.5,L,0.001,,0.148,,0.429,,0.15,,1.3,,0.3,
2013PN510034,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-13 10:50,WATER,DISCRETE SAMPLE,,937,,0.04,,0.94,,42.8,,0.053,,0.015,,71.1,,0.008,,1.45,,0.18,,1.25,,0.408,,1.43,,0.314,,0.02,,0.004,,1440,,0.692,,0.44,,19.2,,27.5,,0.626,,1.86,,0.056,L,0.005,L,0.001,,3.05,,0.04,,0.12,,0.01,,143,,0.02,,0.013,,0.074,,8.5,,0.005,,0.2,,2.37,,0.554,,2.8,,1,
2013PN510054,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-18 14:45,WATER,DISCRETE SAMPLE,,403,,0.045,,0.75,,38.1,,0.025,,0.004,,71.3,,0.008,,0.737,,0.08,,0.55,,0.253,,1.35,,0.134,,0.03,,0.004,,1060,,0.342,,0.224,,17.6,,32.7,,0.715,,1.52,L,0.001,L,0.005,L,0.001,,1.83,L,0.01,,0.1,,0.006,,144,,0.03,,0.006,,0.119,,4.6,,0.001,,0.189,,1.1,,0.307,,2.6,,0.5,
2013PN510064,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-22 12:50,WATER,DISCRETE SAMPLE,,262,,0.048,,0.73,,36.2,,0.017,,0.004,,73.6,,0.006,,0.511,,0.05,,0.35,,0.181,,0.82,,0.086,,0.02,L,0.001,,897,,0.246,,0.184,,18.8,,27.6,,0.603,,1.12,,0.014,L,0.005,,0.001,,1.45,L,0.01,,0.08,,0.005,,144,L,0.01,,0.005,,0.021,,2.9,L,0.001,,0.183,,0.785,,0.227,,1,,0.3,
2013PN510076,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-24 10:35,WATER,DISCRETE SAMPLE,,401,,0.04,,0.78,,36.3,,0.026,,0.004,,72.1,,0.005,,0.649,,0.067,,0.51,,0.221,,0.93,,0.123,,0.01,L,0.001,,1050,,0.311,,0.228,,19.4,,29.3,,0.761,,1.22,,0.014,L,0.005,,0.002,,1.71,L,0.01,,0.09,,0.006,,149,L,0.01,,0.006,,0.017,,6,,0.001,,0.186,,1.1,,0.279,,1.2,,0.4,
2013PN510103,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-27 16:05,WATER,DISCRETE SAMPLE,,406,,0.038,,0.93,,36,,0.028,,0.006,,59,,0.006,,0.976,,0.089,,0.65,,0.345,,0.91,,0.145,,0.03,L,0.001,,1550,,0.46,,0.33,,17.4,,63.8,,0.53,,1.44,,0.005,L,0.005,L,0.001,,2.03,L,0.01,,0.09,,0.008,,137,L,0.01,,0.008,,0.028,,5.5,L,0.001,,0.194,,1.26,,0.397,,2.2,,0.4,
2013PN510112,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-04-29 12:04,WATER,DISCRETE SAMPLE,,315,,0.067,,0.89,,34.3,,0.022,,0.006,,59.7,,0.008,,0.801,,0.063,,0.46,,0.344,,0.91,,0.106,,0.01,,0.001,,1530,,0.366,,0.302,,16.4,,79.8,,0.493,,1.6,,0.012,L,0.005,L,0.001,,1.7,L,0.01,,0.08,,0.005,,131,L,0.01,,0.007,,0.028,,3.7,,0.002,,0.184,,1.04,,0.347,,1.9,,0.4,
2013PN510124,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-05-02 10:30,WATER,DISCRETE SAMPLE,,430,,0.007,,0.99,,35.3,,0.034,,0.012,,52,,0.01,,1.02,,0.089,,0.62,,0.391,,0.96,,0.118,,0.03,,0.007,,1750,,0.48,,0.394,,15.2,,67.7,,0.656,,1.41,,0.016,,0.005,L,0.001,,1.87,L,0.01,,0.08,,0.006,,123,L,0.01,,0.008,,0.043,,6.3,,0.001,,0.188,,1.31,,0.43,,2.9,,0.6,
2013PN510137,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-05-05 14:30,WATER,DISCRETE SAMPLE,,4780,,0.421,,4.72,,94.6,,0.272,,0.073,,76.5,,0.064,,11.7,,0.983,,6.89,,3.58,,6.54,,1.68,,0.17,,0.009,,11000,,5.38,,4.13,,19.5,,457,,0.551,,8.39,,0.133,L,0.005,,0.002,,12.2,,1.11,,0.29,,0.047,,125,,0.04,,0.084,,0.236,,72.2,,0.032,,0.468,,14,,4.28,,24.1,,2.5,
2013PN510383,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-06-25 11:30,WATER,DISCRETE SAMPLE,,1800,,0.07,,2,,47.5,,0.109,,0.021,,46.7,,0.021,,3.57,,0.33,,2.37,,1,,2.45,,0.58,,0.06,,0.003,,3260,,1.68,,1.1,,13.7,,82.8,,0.663,,3.47,,0.081,L,0.005,L,0.001,,4.6,,0.65,,0.18,,0.016,,103,,0.01,,0.029,,0.083,,26.1,,0.008,,0.213,,5.01,,1.37,,6.2,,1.8,
2013PN510427,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-07-24 13:29,WATER,DISCRETE SAMPLE,,398,,0.046,,1.26,,32.8,,0.03,,0.004,,41.2,,0.01,,0.901,,0.076,,0.55,,0.327,,1,,0.14,,0.01,L,0.001,,1120,,0.421,,0.246,,10.9,,41.5,,0.632,,1.68,,0.024,L,0.005,L,0.001,,1.67,,0.15,,0.12,,0.004,,96.2,,0.03,,0.009,,0.048,,6.6,,0.002,,0.125,,1.35,,0.372,,1.8,,0.6,
2013PN510437,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-08-10 15:10,WATER,DISCRETE SAMPLE,,127,,0.051,,1,,30.4,,0.018,,0.002,,43.1,,0.008,,0.301,,0.026,,0.2,,0.175,,0.58,,0.04,,0.01,,0.001,,542,,0.146,,0.125,,11.6,,21,,0.632,,1.26,,0.006,L,0.005,,0.001,,1.13,,0.06,,0.11,,0.002,,99,,0.01,,0.005,L,0.005,,1.8,,0.002,,0.099,,0.63,,0.15,,0.7,,0.2,
2013PN510534,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2013-10-17 13:20,WATER,DISCRETE SAMPLE,,115,,0.051,,0.77,,28,,0.015,,0.004,,48,,0.009,,0.28,,0.023,,0.22,,0.174,,0.54,,0.045,,0.01,,0.009,,669,,0.138,,0.104,,13.8,,16.5,,0.562,,1.17,,0.003,L,0.005,L,0.001,,1.07,,0.07,,0.11,L,0.001,,111,,0.02,,0.002,L,0.005,,1.6,,0.001,,0.107,,0.575,,0.163,,0.9,,0.2,
2013PN510561,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2014-01-09 13:16,WATER,DISCRETE SAMPLE,,78.8,,0.067,,0.65,,34.6,,0.019,,0.002,,52.2,,0.006,,0.222,,0.017,,0.15,,0.13,,0.62,,0.038,,0.01,,0.002,,455,,0.114,,0.082,,13.5,,12.1,,0.623,,1.27,,0.003,L,0.005,,0.001,,0.998,,0.05,,0.13,,0.002,,111,,0.02,,0.004,L,0.005,,1.4,,0.002,,0.112,,0.395,,0.151,,0.9,,0.2,
2013PN510567,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2014-02-11 12:00,WATER,DISCRETE SAMPLE,,71.9,,0.066,,0.65,,34.9,,0.016,,0.002,,56.9,,0.01,,0.197,,0.016,,0.16,,0.124,,0.64,,0.041,,0.01,,0.002,,443,,0.104,,0.076,,14.2,,11.3,,0.631,,1.24,,0.003,L,0.005,L,0.001,,0.992,,0.05,,0.13,,0.002,,115,L,0.01,,0.004,L,0.005,,1.1,,0.002,,0.12,,0.378,,0.139,,1.1,,0.2,
2013PN510592,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2014-03-17 17:50,WATER,DISCRETE SAMPLE,,128,,0.077,,0.68,,38.9,,0.016,,0.002,,58,,0.104,,0.286,,0.027,,0.25,,0.141,,0.72,,0.055,,0.02,,0.002,,506,,0.145,,0.105,,14.1,,11.4,,0.609,,1.33,,0.007,L,0.005,,0.001,,1.11,,0.07,,0.13,,0.003,,114,L,0.01,,0.004,L,0.005,,1.9,,0.005,,0.106,,0.569,,0.162,,4.3,,0.2,
2014PN510673,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2014-12-15 11:38,WATER,DISCRETE SAMPLE,,61.8,,0.066,,0.51,,36.4,,0.012,,0.002,,54.5,,,,0.18,,0.021,,0.15,,0.098,,0.59,,0.052,L,0.01,L,0.001,,446,,0.095,,0.079,,13.9,,18.2,,0.543,,1.08,,0.003,L,0.005,L,0.001,,1.05,,0.02,,0.09,,0.002,,116,,0.02,,0.004,L,0.005,,1.1,,0.001,,0.104,,0.307,,0.116,,1.2,,0.2,
2014PN510705,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2015-01-22 12:49,WATER,DISCRETE SAMPLE,,123,,0.07,,0.56,,38.3,,0.013,,0.002,,66.5,,,,0.247,,0.014,,0.18,,0.115,,0.6,,0.038,,0.02,L,0.001,,479,,0.117,,0.099,,14.8,,12.1,,0.617,,1.21,,0.01,L,0.005,L,0.001,,1.1,,0.03,,0.1,,0.001,,127,,0.01,,0.006,L,0.005,,4.5,,0.001,,0.121,,0.468,,0.155,,1,,0.2,
2014PN510712,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5A,57.13.39.900,111.57.32.040,57.22775,-111.9589,2015-03-13 16:44,WATER,DISCRETE SAMPLE,,16.2,,0.347,,0.56,,36.2,,0.007,,0.002,,61.4,,,,0.209,,0.01,,0.09,,0.093,,0.41,,0.024,,0.02,L,0.001,,386,,0.106,,0.089,,15,,14.2,,0.641,,1.11,,0.001,L,0.005,L,0.001,,0.911,,0.02,,0.12,L,0.001,,119,L,0.01,,0.004,L,0.005,,0.6,L,0.001,,0.11,,0.218,,0.126,,1.4,,0.1,
2013PN510154,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5B,57.13.15.400,111.59.17.400,57.22094,-111.98817,2013-05-09 10:05,WATER,DISCRETE SAMPLE,,8590,,0.193,,5.53,,115,,0.498,,0.116,,88.2,,0.116,,19.1,,1.52,,11.8,,4.95,,11.9,,2.82,,0.17,,0.02,,13600,,8.83,,6.42,,20.7,,305,,0.885,,13.2,,0.197,,0.013,,0.003,,19.5,,3.46,,0.39,,0.07,,133,,0.05,,0.123,,0.304,,88.2,,0.002,,0.712,,24,,6.86,,32.1,,6.5,
2013PN510173,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5B,57.13.15.400,111.59.17.400,57.22094,-111.98817,2013-05-12 13:35,WATER,DISCRETE SAMPLE,,5600,,0.137,,4.03,,82.3,,0.327,,0.075,,72.3,,0.071,,12.4,,0.993,,7.73,,3.23,,7.61,,1.83,,0.14,,0.013,,9350,,5.76,,4.13,,17.2,,194,,0.702,,8.96,,0.131,,0.011,,0.002,,12.8,,2.42,,0.31,,0.046,,113,,0.02,,0.08,,0.233,,59.4,L,0.001,,0.491,,15.7,,4.53,,22,,4.4,
2013PN510202,OIL SANDS COMPONENT STUDIES,ELLS RIFF 5 - Oil Sands CABIN Biomonitoring - Indicator - WQ Event Station Ells River,ELLS RIFF 5B,57.13.15.400,111.59.17.400,57.22094,-111.98817,2013-05-14 10:45,WATER,DISCRETE SAMPLE,,7280,,0.17,,5.65,,114,,0.433,,0.107,,81.5,,0.103,,17.7,,1.31,,10.4,,4.6,,10.6,,2.43,,0.27,,0.019,,12700,,8.17,,5.93,,20.7,,246,,0.79,,12.4,,0.185,,0.023,,0.002,,16.6,,3.24,,0.42,,0.067,,131,,0.03,,0.11,,0.257,,79.4,,0.001,,0.672,,21,,6.66,,31.1,,5.4,
