Name,Method short name,Parameter short name
Sediment - Pesticides,674,200_00_00_01_02
Sediment - Pesticides,675,200_00_00_01_02
Sediment - Pesticides,715,200_00_00_01_02
Sediment - Pesticides,719,200_00_00_01_02
Sediment - Pesticides,3700,200_00_01_01_44
Sediment - Pesticides,2149,259_00_00_01_02
Sediment - Pesticides,2339,259_00_00_01_02
Sediment - Pesticides,2869,259_00_00_01_02
Sediment - Pesticides,2880,259_00_00_01_02
Sediment - Pesticides,3223,259_00_00_01_02
Sediment - Pesticides,4205,259_00_00_01_02
Sediment - Pesticides,4235,259_00_00_01_02
Sediment - Pesticides,674,259_00_00_01_02
Sediment - Pesticides,675,259_00_00_01_02
Sediment - Pesticides,715,259_00_00_01_02
Sediment - Pesticides,719,259_00_00_01_02
Sediment - Pesticides,2149,259_00_01_01_44
Sediment - Pesticides,3700,259_00_01_01_44
Sediment - Pesticides,3223,3520_00_00_01_02
Sediment - Pesticides,3225,3520_00_00_01_02
Sediment - Pharmaceutical,464,4680_00_00_01_02
Sediment - Pharmaceutical,464,4678_00_00_01_02
Sediment - Pharmaceutical,464,4670_00_00_01_02
Sediment - Pharmaceutical,464,4683_00_00_01_02
Sediment - Pharmaceutical,464,4635_00_00_01_02
Sediment - Pharmaceutical,464,4674_00_00_01_02
Sediment - Pharmaceutical,464,4656_00_00_01_02
Sediment - Pharmaceutical,464,4686_00_00_01_02
Sediment - Pharmaceutical,464,4638_00_00_01_02
Sediment - Pharmaceutical,464,4681_00_00_01_02
Sediment - Pharmaceutical,464,4696_00_00_01_02
Sediment - Pharmaceutical,464,4682_00_00_01_02
Sediment - Pharmaceutical,464,4685_00_00_01_02
Sediment - Pharmaceutical,464,4689_00_00_01_02
Sediment - Pharmaceutical,464,4691_00_00_01_02
Sediment - Pharmaceutical,464,4672_00_00_01_02
Sediment - Pharmaceutical,464,4636_00_00_01_02
Sediment - Pharmaceutical,464,4695_00_00_01_02
Sediment - Pharmaceutical,464,4677_00_00_01_02
Sediment - Pharmaceutical,464,4655_00_00_01_02
Sediment - Pharmaceutical,464,4648_00_00_01_02
Sediment - Pharmaceutical,464,4649_00_00_01_02
Sediment - Pharmaceutical,464,4651_00_00_01_02
Sediment - Pharmaceutical,464,4652_00_00_01_02
Sediment - Pharmaceutical,464,4653_00_00_01_02
Sediment - Pharmaceutical,464,4675_00_00_01_02
Sediment - Pharmaceutical,464,4692_00_00_01_02
Sediment - Pharmaceutical,464,4730_00_00_01_02
Sediment - Pharmaceutical,4392,5417_00_00_01_02
Sediment - Pharmaceutical,4392,5418_00_00_01_01
Sediment - Pharmaceutical,464,4679_00_00_01_02
Sediment - Pharmaceutical,464,4639_00_00_01_02
Sediment - Pharmaceutical,464,4625_00_00_01_02
Sediment - Pharmaceutical,464,4631_00_00_01_02
Sediment - Pharmaceutical,464,4623_00_00_01_02
Sediment - Pharmaceutical,464,4629_00_00_01_02
Sediment - Pharmaceutical,464,4630_00_00_01_02
Sediment - Pharmaceutical,464,1193_00_00_01_02
Sediment - Pharmaceutical,464,4671_00_00_01_02
Sediment - Pharmaceutical,464,4624_00_00_01_02
Sediment - Pharmaceutical,464,4632_00_00_01_02
Sediment - Pharmaceutical,464,4592_00_00_01_02
Sediment - Pharmaceutical,464,3573_00_00_01_02
Sediment - Pharmaceutical,464,4591_00_00_01_02
Sediment - Pharmaceutical,464,4101_00_00_01_02
Sediment - Pharmaceutical,464,1241_00_00_01_02
Sediment - Pharmaceutical,464,4713_00_00_01_02
Sediment - Pharmaceutical,464,4595_00_00_01_02
Sediment - Pharmaceutical,464,4596_00_00_01_02
Sediment - Pharmaceutical,464,4597_00_00_01_02
Sediment - Pharmaceutical,464,4039_00_00_01_02
Sediment - Pharmaceutical,464,3572_00_00_01_02
Sediment - Pharmaceutical,464,4723_00_00_01_02
Sediment - Pharmaceutical,464,4627_00_00_01_02
Sediment - Pharmaceutical,464,4603_00_00_01_02
Sediment - Pharmaceutical,464,4724_00_00_01_02
Sediment - Pharmaceutical,464,4628_00_00_01_02
Sediment - Pharmaceutical,464,4725_00_00_01_02
Sediment - Pharmaceutical,464,1242_00_00_01_02
Sediment - Pharmaceutical,464,1247_00_00_01_02
Sediment - Pharmaceutical,464,4726_00_00_01_02
Sediment - Pharmaceutical,464,4090_00_00_01_02
Sediment - Pharmaceutical,464,4676_00_00_01_02
Sediment - Pharmaceutical,464,1243_00_00_01_02
Sediment - Pharmaceutical,464,3607_00_00_01_02
Sediment - Pharmaceutical,464,4654_00_00_01_02
Sediment - Pharmaceutical,464,3608_00_00_01_02
Sediment - Pharmaceutical,464,4626_00_00_01_02
Sediment - Pharmaceutical,464,1235_00_00_01_02
Sediment - Pharmaceutical,464,4604_00_00_01_02
Sediment - Pharmaceutical,464,4727_00_00_01_02
Sediment - Pharmaceutical,464,4734_00_00_01_02
Sediment - Pharmaceutical,464,4728_00_00_01_02
Sediment - Pharmaceutical,464,4633_00_00_01_02
Sediment - Pharmaceutical,464,4729_00_00_01_02
Sediment - Pharmaceutical,464,3611_00_00_01_02
Sediment - Pharmaceutical,464,3614_00_00_01_02
Sediment - Pharmaceutical,464,1244_00_00_01_02
Sediment - Pharmaceutical,464,3615_00_00_01_02
Sediment - Pharmaceutical,464,4093_00_00_01_02
Sediment - Pharmaceutical,464,4607_00_00_01_02
Sediment - Pharmaceutical,464,3616_00_00_01_02
Sediment - Pharmaceutical,464,4650_00_00_01_02
Sediment - Pharmaceutical,464,3618_00_00_01_02
Sediment - Pharmaceutical,464,4684_00_00_01_02
Sediment - Pharmaceutical,464,4608_00_00_01_02
Sediment - Pharmaceutical,464,4609_00_00_01_02
Sediment - Pharmaceutical,464,4687_00_00_01_02
Sediment - Pharmaceutical,464,4688_00_00_01_02
Sediment - Pharmaceutical,464,4731_00_00_01_02
Sediment - Pharmaceutical,464,3612_00_00_01_02
Sediment - Pharmaceutical,464,4091_00_00_01_02
Sediment - Pharmaceutical,464,4690_00_00_01_02
Sediment - Pharmaceutical,464,3598_00_00_01_02
Sediment - Pharmaceutical,464,3578_00_00_01_02
Sediment - Pharmaceutical,464,3600_00_00_01_02
Sediment - Pharmaceutical,464,3582_00_00_01_02
Sediment - Pharmaceutical,464,3595_00_00_01_02
Sediment - Pharmaceutical,464,3593_00_00_01_02
Sediment - Pharmaceutical,464,3579_00_00_01_02
Sediment - Pharmaceutical,464,4097_00_00_01_02
Sediment - Pharmaceutical,464,3581_00_00_01_02
Sediment - Pharmaceutical,464,4716_00_00_01_02
Sediment - Pharmaceutical,464,4732_00_00_01_02
Sediment - Pharmaceutical,464,3619_00_00_01_02
Sediment - Pharmaceutical,464,3570_00_00_01_02
Sediment - Pharmaceutical,464,4611_00_00_01_02
Sediment - Pharmaceutical,464,4717_00_00_01_02
Sediment - Pharmaceutical,464,3302_00_00_01_02
Sediment - Pharmaceutical,464,4733_00_00_01_02
Sediment - Pharmaceutical,464,4658_00_00_01_02
Sediment - Pharmaceutical,464,4673_00_00_01_02
Sediment - Pharmaceutical,464,4657_00_00_01_02
Sediment - Pharmaceutical,464,4637_00_00_01_02
Sediment - Physical,4265,962_00_00_01_01
Sediment - Physical,1838,966_00_00_01_01
Sediment - Physical,689,5426_00_00_01_01
Sediment - Physical,2873,3043_00_00_01_01
Sediment - Physical,689,3055_00_00_01_01
Sediment - Physical,4257,5045_00_00_01_01
Sediment - Physical,1199,687_00_00_01_29
Sediment - Physical,2224,769_00_00_01_01
Sediment - Physical,2222,771_00_00_01_01
Sediment - Physical,2223,772_00_00_01_01
Sediment - Physical,4374,9266_00_00_01_01
Sediment - Physical,689,959_00_00_01_01
Sediment - Physical,689,960_00_00_01_01
Sediment - Physical,689,961_00_00_01_01
Sediment - Physical,2254,966_00_00_01_01
Sediment - Physical,2698,966_00_00_01_01
Sediment - Physical,3580,966_00_00_01_01
Sediment - Radiocontrast agent,464,4714_00_00_01_02
Sediment - Radiocontrast agent,464,4715_00_00_01_02
Sediment - Radionuclides,4478,466_00_00_01_06
Sediment - Radionuclides,4478,2150_00_00_01_06
Sediment - Radionuclides,4478,741_00_00_01_06
Sediment - Radionuclides,4478,682_00_00_01_06
Sediment - Radionuclides,1253,466_00_00_01_06
Sediment - Radionuclides,1253,682_00_00_01_06
Sediment - Radionuclides,1253,741_00_00_01_06
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4924_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4925_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4926_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4927_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4928_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4929_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4930_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4931_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4932_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4933_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4934_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4935_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4936_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4937_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4938_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4939_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4940_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4941_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4942_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4943_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4944_00_01_01_44
Sediment - Substituted Diphenylamine Antioxidants (sDPA),4229,4945_00_01_01_44
Sediment - Sulphur,3008,3353_00_00_01_02
Sediment - Sulphur,3559,3353_00_00_01_02
Sediment - Sulphur,690,50_00_00_01_01
Sediment - Surrogate,4301,3907_00_00_01_01
Sediment - Surrogate,4447,3642_00_00_01_01
Sediment - Surrogate,4447,1428_00_00_01_01
Sediment - Surrogate,4394,4580_00_00_01_01
Sediment - Surrogate,4406,3804_00_00_01_01
Sediment - Surrogate,4301,2091_00_00_01_01
Sediment - Surrogate,846,5326_00_00_01_01
Sediment - Surrogate,4447,1426_00_00_01_01
Sediment - Surrogate,4389,2859_00_00_01_01
Sediment - Surrogate,4447,1425_00_00_01_01
Sediment - Surrogate,4447,1505_00_00_01_01
Sediment - Surrogate,4301,2090_00_00_01_01
Sediment - Surrogate,4447,3037_00_00_01_01
Sediment - Surrogate,4447,3040_00_00_01_01
Sediment - Surrogate,4301,2093_00_00_01_01
Sediment - Surrogate,4405,1518_00_00_01_01
Sediment - Surrogate,4437,4923_00_00_01_01
Sediment - Surrogate,4405,1521_00_00_01_01
Sediment - Surrogate,4406,1495_00_00_01_01
Sediment - Surrogate,4406,3793_00_00_01_01
Sediment - Surrogate,4301,3906_00_00_01_01
Sediment - Surrogate,4406,1497_00_00_01_01
Sediment - Surrogate,4406,3789_00_00_01_01
Sediment - Surrogate,4394,1517_00_00_01_01
Sediment - Surrogate,4406,3794_00_00_01_01
Sediment - Surrogate,4301,3911_00_00_01_01
Sediment - Surrogate,4406,3806_00_00_01_01
Sediment - Surrogate,846,5327_00_00_01_01
Sediment - Surrogate,846,5325_00_00_01_01
Sediment - Surrogate,4405,4585_00_00_01_01
Sediment - Surrogate,4405,4586_00_00_01_01
Sediment - Surrogate,4437,4920_00_00_01_01
Sediment - Surrogate,4301,3912_00_00_01_01
Sediment - Surrogate,4406,3790_00_00_01_01
Sediment - Surrogate,4406,3783_00_00_01_01
Sediment - Surrogate,846,5390_00_00_01_01
Sediment - Surrogate,4405,1520_00_00_01_01
Sediment - Surrogate,4405,1525_00_00_01_01
Sediment - Surrogate,4405,4582_00_00_01_01
Sediment - Surrogate,4406,10068_00_00_01_01
Sediment - Surrogate,4406,3800_00_00_01_01
Sediment - Surrogate,4335,2160_00_00_01_01
Sediment - Surrogate,4394,1521_00_00_01_01
Sediment - Surrogate,4406,3788_00_00_01_01
Sediment - Surrogate,4406,3795_00_00_01_01
Sediment - Surrogate,4437,4922_00_00_01_01
Sediment - Surrogate,846,5389_00_00_01_01
Sediment - Surrogate,4406,3799_00_00_01_01
Sediment - Surrogate,4406,3801_00_00_01_01
Sediment - Surrogate,4394,1518_00_00_01_01
Sediment - Surrogate,3701,3516_00_00_01_01
Sediment - Surrogate,4405,4580_00_00_01_01
Sediment - Surrogate,4406,3798_00_00_01_01
Sediment - Surrogate,4437,4914_00_00_01_01
Sediment - Surrogate,4394,4581_00_00_01_01
Sediment - Surrogate,4406,3786_00_00_01_01
Sediment - Surrogate,4437,4919_00_00_01_01
Sediment - Surrogate,4389,2858_00_00_01_01
Sediment - Surrogate,4394,1520_00_00_01_01
Sediment - Surrogate,4394,1525_00_00_01_01
Sediment - Surrogate,4405,4584_00_00_01_01
Sediment - Surrogate,4406,10075_00_00_01_01
Sediment - Surrogate,4405,4583_00_00_01_01
Sediment - Surrogate,4437,4913_00_00_01_01
Sediment - Surrogate,4394,1524_00_00_01_01
Sediment - Surrogate,4405,4581_00_00_01_01
Sediment - Surrogate,4405,1523_00_00_01_01
Sediment - Surrogate,4406,3796_00_00_01_01
Sediment - Surrogate,4336,5287_00_00_01_01
Sediment - Surrogate,4406,3785_00_00_01_01
Sediment - Surrogate,4389,42_00_00_01_01
Sediment - Surrogate,4405,1503_00_00_01_01
Sediment - Surrogate,846,5328_00_00_01_01
Sediment - Surrogate,4405,1522_00_00_01_01
Sediment - Surrogate,4406,3803_00_00_01_01
Sediment - Surrogate,4437,4917_00_00_01_01
Sediment - Surrogate,4394,2106_00_00_01_01
Sediment - Surrogate,4406,3791_00_00_01_01
Sediment - Surrogate,4406,3797_00_00_01_01
Sediment - Surrogate,4389,1449_00_00_01_01
Sediment - Surrogate,4406,3802_00_00_01_01
Sediment - Surrogate,4406,3805_00_00_01_01
Sediment - Surrogate,4437,4915_00_00_01_01
Sediment - Surrogate,4405,1517_00_00_01_01
Sediment - Surrogate,4406,3787_00_00_01_01
Sediment - Surrogate,4405,1524_00_00_01_01
Sediment - Surrogate,4406,10074_00_00_01_01
Sediment - Surrogate,4406,1496_00_00_01_01
Sediment - Surrogate,4406,1499_00_00_01_01
Sediment - Surrogate,4406,3784_00_00_01_01
Sediment - Surrogate,4406,3792_00_00_01_01
Sediment - Surrogate,723,5278_00_00_01_01
Sediment - Surrogate,4389,2857_00_00_01_01
Sediment - Surrogate,4389,4452_00_00_01_01
Sediment - Surrogate,4204,10079_00_00_01_01
Sediment - Surrogate,4204,10080_00_00_01_01
Sediment - Surrogate,4204,10083_00_00_01_01
Sediment - Surrogate,1194,10239_00_00_01_01
Sediment - Surrogate,1194,10240_00_00_01_01
Sediment - Surrogate,1194,10241_00_00_01_01
Sediment - Surrogate,1194,10242_00_00_01_01
Sediment - Surrogate,1194,10243_00_00_01_01
Sediment - Surrogate,3225,1043_00_00_01_02
Sediment - Surrogate,200,1156_00_00_01_01
Sediment - Surrogate,4199,1156_00_00_01_01
Sediment - Surrogate,4208,1156_00_00_01_01
Sediment - Surrogate,693,1156_00_00_01_01
Sediment - Surrogate,195,1286_00_00_01_01
Sediment - Surrogate,3222,1424_00_00_01_01
Sediment - Surrogate,4204,1424_00_00_01_01
Sediment - Surrogate,4208,1424_00_00_01_01
Sediment - Surrogate,674,1424_00_00_01_01
Sediment - Surrogate,200,1425_00_00_01_01
Sediment - Surrogate,4208,1425_00_00_01_01
Sediment - Surrogate,693,1425_00_00_01_01
Sediment - Surrogate,200,1426_00_00_01_01
Sediment - Surrogate,3222,1426_00_00_01_01
Sediment - Surrogate,4208,1426_00_00_01_01
Sediment - Surrogate,674,1426_00_00_01_01
Sediment - Surrogate,693,1426_00_00_01_01
Sediment - Surrogate,3222,1427_00_00_01_01
Sediment - Surrogate,4208,1427_00_00_01_01
Sediment - Surrogate,674,1427_00_00_01_01
Sediment - Surrogate,693n1,1427_00_00_01_01
Sediment - Surrogate,693n2,1427_00_00_01_01
Sediment - Surrogate,4208,1428_00_00_01_01
Sediment - Surrogate,693n1,1428_00_00_01_01
Sediment - Surrogate,693n2,1428_00_00_01_01
Sediment - Surrogate,4231,1438_00_00_01_01
Sediment - Surrogate,3029,1439_00_00_01_01
Sediment - Surrogate,3223,1449_00_00_01_01
Sediment - Surrogate,464,1486_00_00_01_01
Sediment - Surrogate,674,1491_00_00_01_01
Sediment - Surrogate,693n1,1491_00_00_01_01
Sediment - Surrogate,693n2,1491_00_00_01_01
Sediment - Surrogate,713,1494_00_00_01_01
Sediment - Surrogate,713,1495_00_00_01_01
Sediment - Surrogate,713,1496_00_00_01_01
Sediment - Surrogate,713,1497_00_00_01_01
Sediment - Surrogate,308,1498_00_00_01_01
Sediment - Surrogate,713,1499_00_00_01_01
Sediment - Surrogate,713,1500_00_00_01_01
Sediment - Surrogate,713,1501_00_00_01_01
Sediment - Surrogate,714,1503_00_00_01_01
Sediment - Surrogate,200,1505_00_00_01_01
Sediment - Surrogate,3222,1505_00_00_01_01
Sediment - Surrogate,674,1505_00_00_01_01
Sediment - Surrogate,693,1505_00_00_01_01
Sediment - Surrogate,714,1517_00_00_01_01
Sediment - Surrogate,714,1518_00_00_01_01
Sediment - Surrogate,714,1520_00_00_01_01
Sediment - Surrogate,714,1521_00_00_01_01
Sediment - Surrogate,714,1522_00_00_01_01
Sediment - Surrogate,714,1523_00_00_01_01
Sediment - Surrogate,714,1524_00_00_01_01
Sediment - Surrogate,714,1525_00_00_01_01
Sediment - Surrogate,3221,1636_00_00_01_01
Sediment - Surrogate,3221,1638_00_00_01_01
Sediment - Surrogate,3221,1640_00_00_01_01
Sediment - Surrogate,3701,1640_00_00_01_01
Sediment - Surrogate,3221,1641_00_00_01_01
Sediment - Surrogate,715,1911_00_00_01_01
Sediment - Surrogate,3701,1963_00_00_01_01
Sediment - Surrogate,4228,1963_00_00_01_01
Sediment - Surrogate,723,1963_00_00_01_01
Sediment - Surrogate,3701,1964_00_00_01_01
Sediment - Surrogate,723,1964_00_00_01_01
Sediment - Surrogate,3701,1965_00_00_01_01
Sediment - Surrogate,4228,1965_00_00_01_01
Sediment - Surrogate,846,1978_00_00_01_01
Sediment - Surrogate,846,1979_00_00_01_01
Sediment - Surrogate,846,1980_00_00_01_01
Sediment - Surrogate,846,1981_00_00_01_01
Sediment - Surrogate,846,1982_00_00_01_01
Sediment - Surrogate,846,1983_00_00_01_01
Sediment - Surrogate,846,1984_00_00_01_01
Sediment - Surrogate,4320,2061_00_00_01_01
Sediment - Surrogate,716,2061_00_00_01_01
Sediment - Surrogate,4320,2062_00_00_01_01
Sediment - Surrogate,716,2062_00_00_01_01
Sediment - Surrogate,4320,2063_00_00_01_01
Sediment - Surrogate,716,2063_00_00_01_01
Sediment - Surrogate,4320,2064_00_00_01_01
Sediment - Surrogate,716,2064_00_00_01_01
Sediment - Surrogate,4320,2065_00_00_01_01
Sediment - Surrogate,716,2065_00_00_01_01
Sediment - Surrogate,4320,2066_00_00_01_01
Sediment - Surrogate,716,2066_00_00_01_01
Sediment - Surrogate,4320,2067_00_00_01_01
Sediment - Surrogate,716,2067_00_00_01_01
Sediment - Surrogate,4320,2069_00_00_01_01
Sediment - Surrogate,716,2069_00_00_01_01
Sediment - Surrogate,4320,2070_00_00_01_01
Sediment - Surrogate,716,2070_00_00_01_01
Sediment - Surrogate,716,2071_00_00_01_01
Sediment - Surrogate,716,2075_00_00_01_01
Sediment - Surrogate,716,2076_00_00_01_01
Sediment - Surrogate,716,2077_00_00_01_01
Sediment - Surrogate,716,2078_00_00_01_01
Sediment - Surrogate,716,2079_00_00_01_01
Sediment - Surrogate,716,2080_00_00_01_01
Sediment - Surrogate,4320,2081_00_00_01_01
Sediment - Surrogate,716,2081_00_00_01_01
Sediment - Surrogate,715,2083_00_00_01_01
Sediment - Surrogate,715,2085_00_00_01_01
Sediment - Surrogate,716,2145_00_00_01_01
Sediment - Surrogate,716,2146_00_00_01_01
Sediment - Surrogate,716,2147_00_00_01_01
Sediment - Surrogate,716,2148_00_00_01_01
Sediment - Surrogate,3029,2365_00_00_01_01
Sediment - Surrogate,2059,243_00_00_01_01
Sediment - Surrogate,2869,243_00_00_01_01
Sediment - Surrogate,2059,247_00_00_01_01
Sediment - Surrogate,2869,247_00_00_01_01
Sediment - Surrogate,4235,2853_00_00_01_01
Sediment - Surrogate,3223,2857_00_00_01_01
Sediment - Surrogate,4205,2857_00_00_01_01
Sediment - Surrogate,715,2857_00_00_01_01
Sediment - Surrogate,3223,2858_00_00_01_01
Sediment - Surrogate,4205,2858_00_00_01_01
Sediment - Surrogate,715,2858_00_00_01_01
Sediment - Surrogate,200,3037_00_00_01_01
Sediment - Surrogate,2869,3037_00_00_01_01
Sediment - Surrogate,2880,3037_00_00_01_01
Sediment - Surrogate,4208,3037_00_00_01_01
Sediment - Surrogate,693,3037_00_00_01_01
Sediment - Surrogate,2869,3038_00_00_01_01
Sediment - Surrogate,2880,3038_00_00_01_01
Sediment - Surrogate,2869,3039_00_00_01_01
Sediment - Surrogate,2880,3039_00_00_01_01
Sediment - Surrogate,3222,3039_00_00_01_01
Sediment - Surrogate,4204,3039_00_00_01_01
Sediment - Surrogate,2869,3040_00_00_01_01
Sediment - Surrogate,2880,3040_00_00_01_01
Sediment - Surrogate,3222,3040_00_00_01_01
Sediment - Surrogate,4208,3040_00_00_01_01
Sediment - Surrogate,674,3040_00_00_01_01
Sediment - Surrogate,693n1,3040_00_00_01_01
Sediment - Surrogate,693n2,3040_00_00_01_01
Sediment - Surrogate,4235,3234_00_00_01_01
Sediment - Surrogate,4235,3235_00_00_01_01
Sediment - Surrogate,4235,3236_00_00_01_01
Sediment - Surrogate,4335,3236_00_00_01_01
Sediment - Surrogate,4235,3237_00_00_01_01
Sediment - Surrogate,4235,3238_00_00_01_01
Sediment - Surrogate,4235,3240_00_00_01_01
Sediment - Surrogate,4235,3241_00_00_01_01
Sediment - Surrogate,4235,3242_00_00_01_01
Sediment - Surrogate,4235,3243_00_00_01_01
Sediment - Surrogate,4235,3244_00_00_01_01
Sediment - Surrogate,4235,3246_00_00_01_01
Sediment - Surrogate,4235,3247_00_00_01_01
